Longitude,Latitude,Grower - Name,Farm - Name,Field - Name,Area Count,Crop Flow(bu/h),Crop Flow (Mass)(lb/s),Date / Time,Differential Valid,Elevation(ft),Moisture(%),Speed(mph),Swath Width(ft),Yield (Dry)(bu/ac),Yield (Wet)(bu/ac),Yield Mass (Dry)(lb/ac),Yield Mass (Wet)(lb/ac)
-86.18903985,40.98381643,AULT,HOME,BACK LANE44,On,910.45,15.17,7/10/2020,Yes,808.37,14.10,2.266,34.04,96.71,97.38,5802.4,5842.9
-86.18905199,40.98381636,AULT,HOME,BACK LANE44,On,1133.6,18.89,7/10/2020,Yes,808.31,14.30,2.244,34.16,120.89,122.02,7253.5,7321.2
-86.18906365,40.98381641,AULT,HOME,BACK LANE44,On,909.77,15.16,7/10/2020,Yes,808.30,14.60,2.241,34.18,96.73,97.97,5803.5,5878.3
-86.18907553,40.98381642,AULT,HOME,BACK LANE44,On,995.61,16.59,7/10/2020,Yes,808.35,14.40,2.237,34.24,106.13,107.24,6367.7,6434.6
-86.18908731,40.98381626,AULT,HOME,BACK LANE44,On,990.54,16.51,7/10/2020,Yes,808.51,14.20,2.275,34.30,103.88,104.72,6232.6,6283.4
-86.18909923,40.98381623,AULT,HOME,BACK LANE44,On,970.47,16.17,7/10/2020,Yes,808.51,14.40,2.253,34.32,102.48,103.56,6149.0,6213.7
-86.18911117,40.98381612,AULT,HOME,BACK LANE44,On,969.05,16.15,7/10/2020,Yes,808.49,14.60,2.237,34.40,102.58,103.90,6155.0,6234.3
-86.18912324,40.98381579,AULT,HOME,BACK LANE44,On,943.88,15.73,7/10/2020,Yes,808.43,14.50,2.264,34.45,98.69,99.84,5921.4,5990.6
-86.18913518,40.98381564,AULT,HOME,BACK LANE44,On,869.01,14.48,7/10/2020,Yes,808.44,14.40,2.253,34.43,91.47,92.43,5488.3,5546.0
-86.18914700,40.98381554,AULT,HOME,BACK LANE44,On,1049.8,17.50,7/10/2020,Yes,808.41,14.70,2.237,34.48,110.72,112.28,6643.2,6736.7
-86.18915925,40.98381555,AULT,HOME,BACK LANE44,On,826.77,13.78,7/10/2020,Yes,808.27,15.00,2.241,34.48,86.72,88.25,5203.4,5295.2
-86.18917090,40.98381561,AULT,HOME,BACK LANE44,On,954.59,15.91,7/10/2020,Yes,808.29,14.70,2.244,34.47,100.43,101.84,6025.9,6110.6
-86.18918295,40.98381548,AULT,HOME,BACK LANE44,On,961.72,16.03,7/10/2020,Yes,808.20,14.10,2.279,34.49,100.21,100.91,6012.5,6054.5
-86.18919487,40.98381551,AULT,HOME,BACK LANE44,On,907.41,15.12,7/10/2020,Yes,808.16,14.60,2.232,34.46,96.07,97.30,5764.0,5838.3
-86.18920652,40.98381560,AULT,HOME,BACK LANE44,On,915.30,15.26,7/10/2020,Yes,808.20,14.80,2.239,34.49,96.29,97.76,5777.7,5865.8
-86.18921852,40.98381566,AULT,HOME,BACK LANE44,On,958.63,15.98,7/10/2020,Yes,808.19,14.40,2.248,34.55,100.75,101.81,6045.1,6108.6
-86.18923013,40.98381568,AULT,HOME,BACK LANE44,On,957.12,15.95,7/10/2020,Yes,808.31,14.10,2.203,34.58,102.93,103.64,6175.5,6218.7
-86.18924216,40.98381588,AULT,HOME,BACK LANE44,On,764.81,12.75,7/10/2020,Yes,808.28,14.60,2.284,34.57,78.91,79.92,4734.4,4795.4
-86.18925433,40.98381619,AULT,HOME,BACK LANE44,On,827.53,13.79,7/10/2020,Yes,808.30,14.80,2.266,34.60,85.76,87.07,5145.6,5224.2
-86.18926604,40.98381600,AULT,HOME,BACK LANE44,On,1013.1,16.88,7/10/2020,Yes,808.32,14.20,2.250,34.68,106.24,107.11,6374.4,6426.4
-86.18927891,40.98381601,AULT,HOME,BACK LANE44,On,957.18,15.95,7/10/2020,Yes,808.28,14.40,2.322,34.56,97.39,98.42,5843.5,5904.9
-86.18929128,40.98381613,AULT,HOME,BACK LANE44,On,1015.8,16.93,7/10/2020,Yes,808.32,14.80,2.373,34.43,101.02,102.56,6061.0,6153.5
-86.18930392,40.98381650,AULT,HOME,BACK LANE44,On,1063.8,17.73,7/10/2020,Yes,808.30,14.80,2.402,34.37,104.69,106.29,6281.7,6377.5
-86.18931657,40.98381674,AULT,HOME,BACK LANE44,On,1027.0,17.12,7/10/2020,Yes,808.28,14.60,2.376,34.41,102.32,103.64,6139.1,6218.2
-86.18932878,40.98381685,AULT,HOME,BACK LANE44,On,1035.7,17.26,7/10/2020,Yes,808.34,14.40,2.367,34.41,103.82,104.92,6229.5,6295.0
-86.18934067,40.98381712,AULT,HOME,BACK LANE44,On,1070.4,17.84,7/10/2020,Yes,808.41,14.70,2.351,34.38,107.75,109.27,6465.3,6556.2
-86.18935033,40.98381719,AULT,HOME,BACK LANE44,On,1100.0,18.33,7/10/2020,Yes,808.45,14.80,1.977,34.40,131.41,133.41,7884.3,8004.6
-86.18936050,40.98381721,AULT,HOME,BACK LANE44,On,1000.7,16.68,7/10/2020,Yes,808.46,14.40,1.917,34.36,124.03,125.33,7441.7,7519.9
-86.18937106,40.98381750,AULT,HOME,BACK LANE44,On,977.94,16.30,7/10/2020,Yes,808.67,14.00,1.944,34.29,120.34,121.04,7220.1,7262.1
-86.18938170,40.98381749,AULT,HOME,BACK LANE44,On,967.78,16.13,7/10/2020,Yes,808.71,14.10,1.993,34.32,115.92,116.73,6955.2,7003.8
-86.18939258,40.98381752,AULT,HOME,BACK LANE44,On,960.08,16.00,7/10/2020,Yes,808.65,14.40,1.971,34.27,116.06,117.28,6963.9,7037.1
-86.18940325,40.98381771,AULT,HOME,BACK LANE44,On,1039.2,17.32,7/10/2020,Yes,808.64,14.10,2.018,34.23,123.28,124.14,7396.8,7448.4
-86.18941400,40.98381789,AULT,HOME,BACK LANE44,On,1016.7,16.95,7/10/2020,Yes,808.65,14.00,2.009,34.25,121.22,121.92,7273.1,7315.4
-86.18942441,40.98381802,AULT,HOME,BACK LANE44,On,1015.9,16.93,7/10/2020,Yes,808.65,14.40,1.986,34.27,121.86,123.14,7311.4,7388.3
-86.18943523,40.98381830,AULT,HOME,BACK LANE44,On,860.65,14.34,7/10/2020,Yes,808.56,14.50,2.007,34.27,102.08,103.27,6124.7,6196.3
-86.18944588,40.98381851,AULT,HOME,BACK LANE44,On,817.68,13.63,7/10/2020,Yes,808.63,14.50,2.022,34.32,96.07,97.19,5763.9,5831.4
-86.18945655,40.98381863,AULT,HOME,BACK LANE44,On,1007.5,16.79,7/10/2020,Yes,808.61,14.10,2.009,34.38,119.52,120.36,7171.2,7221.3
-86.18946688,40.98381879,AULT,HOME,BACK LANE44,On,937.26,15.62,7/10/2020,Yes,808.69,14.10,1.993,34.40,112.00,112.78,6719.9,6766.8
-86.18947725,40.98381884,AULT,HOME,BACK LANE44,On,975.31,16.26,7/10/2020,Yes,808.67,14.40,1.966,34.45,117.57,118.80,7053.9,7128.1
-86.18948787,40.98381877,AULT,HOME,BACK LANE44,On,846.55,14.11,7/10/2020,Yes,808.68,14.60,2.015,34.48,99.24,100.51,5954.1,6030.8
-86.18949860,40.98381889,AULT,HOME,BACK LANE44,On,996.34,16.61,7/10/2020,Yes,808.80,14.30,2.020,34.48,116.91,118.00,7014.7,7080.2
-86.18950914,40.98381869,AULT,HOME,BACK LANE44,On,823.04,13.72,7/10/2020,Yes,808.82,14.20,1.971,34.58,98.82,99.63,5929.3,5977.6
-86.18951979,40.98381858,AULT,HOME,BACK LANE44,On,896.02,14.93,7/10/2020,Yes,808.78,14.30,2.018,34.55,105.06,106.04,6303.4,6362.2
-86.18953057,40.98381855,AULT,HOME,BACK LANE44,On,966.64,16.11,7/10/2020,Yes,808.82,14.70,2.013,34.58,112.96,114.55,6777.7,6873.1
-86.18954110,40.98381821,AULT,HOME,BACK LANE44,On,950.95,15.85,7/10/2020,Yes,808.82,14.60,2.015,34.64,110.95,112.37,6656.7,6742.5
-86.18955202,40.98381792,AULT,HOME,BACK LANE44,On,856.25,14.27,7/10/2020,Yes,808.84,14.50,2.042,34.58,98.86,100.02,5931.5,6000.9
-86.18956280,40.98381768,AULT,HOME,BACK LANE44,On,965.18,16.09,7/10/2020,Yes,808.75,14.60,2.051,34.56,110.90,112.33,6654.2,6740.0
-86.18957382,40.98381718,AULT,HOME,BACK LANE44,On,1020.1,17.00,7/10/2020,Yes,808.84,14.80,2.047,34.56,117.19,118.98,7031.4,7138.6
-86.18958508,40.98381681,AULT,HOME,BACK LANE44,On,895.38,14.92,7/10/2020,Yes,808.86,14.80,2.145,34.48,98.35,99.85,5901.2,5991.2
-86.18959613,40.98381650,AULT,HOME,BACK LANE44,On,957.69,15.96,7/10/2020,Yes,808.87,14.50,2.085,34.44,108.76,110.03,6525.6,6601.9
-86.18960713,40.98381623,AULT,HOME,BACK LANE44,On,829.65,13.83,7/10/2020,Yes,808.88,14.60,2.096,34.44,93.61,94.81,5616.4,5688.7
-86.18961815,40.98381615,AULT,HOME,BACK LANE44,On,1010.5,16.84,7/10/2020,Yes,809.03,14.80,2.080,34.46,114.55,116.29,6872.8,6977.7
-86.18962913,40.98381590,AULT,HOME,BACK LANE44,On,848.13,14.14,7/10/2020,Yes,809.14,14.50,2.080,34.53,96.27,97.39,5776.1,5843.7
-86.18964013,40.98381559,AULT,HOME,BACK LANE44,On,1026.6,17.11,7/10/2020,Yes,809.18,14.10,2.121,34.53,114.87,115.68,6892.4,6940.6
-86.18965129,40.98381534,AULT,HOME,BACK LANE44,On,1023.7,17.06,7/10/2020,Yes,809.19,14.20,2.109,34.51,115.08,116.02,6905.1,6961.4
-86.18966242,40.98381507,AULT,HOME,BACK LANE44,On,964.46,16.07,7/10/2020,Yes,809.24,14.60,2.080,34.51,109.43,110.84,6565.7,6650.2
-86.18967326,40.98381492,AULT,HOME,BACK LANE44,On,946.07,15.77,7/10/2020,Yes,809.27,14.40,2.130,34.49,105.17,106.27,6309.9,6376.3
-86.18968420,40.98381469,AULT,HOME,BACK LANE44,On,1031.4,17.19,7/10/2020,Yes,809.33,14.30,2.051,34.52,119.05,120.17,7143.3,7210.0
-86.18969538,40.98381453,AULT,HOME,BACK LANE44,On,1077.4,17.96,7/10/2020,Yes,809.22,14.70,2.116,34.49,120.10,121.79,7206.2,7307.6
-86.18970640,40.98381446,AULT,HOME,BACK LANE44,On,957.26,15.95,7/10/2020,Yes,809.34,14.80,2.121,34.40,106.64,108.27,6398.6,6496.2
-86.18971771,40.98381418,AULT,HOME,BACK LANE44,On,854.45,14.24,7/10/2020,Yes,809.40,14.40,2.074,34.33,97.98,99.01,5878.9,5940.7
-86.18973989,40.98381380,AULT,HOME,BACK LANE44,On,1034.6,17.24,7/10/2020,Yes,809.50,14.70,2.114,34.12,116.70,118.34,7002.1,7100.6
-86.18975062,40.98381349,AULT,HOME,BACK LANE44,On,1038.7,17.31,7/10/2020,Yes,809.58,14.80,2.130,34.03,116.47,118.25,6988.5,7095.1
-86.18976193,40.98381329,AULT,HOME,BACK LANE44,On,967.33,16.12,7/10/2020,Yes,809.69,14.40,2.098,33.91,110.98,112.15,6658.9,6728.9
-86.18977296,40.98381295,AULT,HOME,BACK LANE44,On,842.82,14.05,7/10/2020,Yes,809.76,14.30,2.083,33.83,97.78,98.70,5867.0,5921.8
-86.18978446,40.98381274,AULT,HOME,BACK LANE44,On,1035.8,17.26,7/10/2020,Yes,809.81,14.80,2.134,33.75,116.86,118.65,7011.9,7118.8
-86.18979544,40.98381243,AULT,HOME,BACK LANE44,On,918.84,15.31,7/10/2020,Yes,809.88,15.10,2.107,33.71,104.74,106.71,6284.5,6402.9
-86.18980662,40.98381222,AULT,HOME,BACK LANE44,On,916.59,15.28,7/10/2020,Yes,809.94,14.70,2.121,33.65,104.52,105.99,6271.0,6359.2
-86.18981767,40.98381205,AULT,HOME,BACK LANE44,On,958.43,15.97,7/10/2020,Yes,810.03,14.60,2.109,33.61,110.11,111.53,6606.8,6691.9
-86.18982871,40.98381176,AULT,HOME,BACK LANE44,On,767.12,12.79,7/10/2020,Yes,810.03,15.10,2.114,33.59,87.49,89.14,5249.5,5348.5
-86.18983985,40.98381152,AULT,HOME,BACK LANE44,On,912.27,15.20,7/10/2020,Yes,810.06,15.40,2.109,33.53,104.08,106.42,6244.9,6385.2
-86.18985113,40.98381135,AULT,HOME,BACK LANE44,On,753.81,12.56,7/10/2020,Yes,810.09,14.60,2.109,33.48,86.94,88.06,5216.1,5283.3
-86.18986215,40.98381116,AULT,HOME,BACK LANE44,On,716.83,11.95,7/10/2020,Yes,810.12,14.40,2.114,33.46,82.74,83.61,4964.3,5016.4
-86.18987354,40.98381106,AULT,HOME,BACK LANE44,On,918.34,15.31,7/10/2020,Yes,810.13,14.80,2.107,33.43,105.94,107.56,6356.4,6453.4
-86.18988474,40.98381094,AULT,HOME,BACK LANE44,On,775.04,12.92,7/10/2020,Yes,810.35,14.90,2.143,33.37,87.96,89.41,5277.6,5364.4
-86.18989623,40.98381084,AULT,HOME,BACK LANE44,On,881.29,14.69,7/10/2020,Yes,810.41,14.50,2.141,33.31,100.78,101.96,6046.9,6117.6
-86.18990728,40.98381071,AULT,HOME,BACK LANE44,On,826.01,13.77,7/10/2020,Yes,810.47,14.40,2.121,33.25,95.63,96.63,5737.7,5798.0
-86.18991855,40.98381054,AULT,HOME,BACK LANE44,On,826.01,13.77,7/10/2020,Yes,810.51,14.40,2.105,33.20,96.50,97.52,5790.1,5851.0
-86.18992976,40.98381031,AULT,HOME,BACK LANE44,On,869.58,14.49,7/10/2020,Yes,810.53,15.00,2.152,33.13,98.89,100.64,5933.5,6038.2
-86.18994099,40.98381031,AULT,HOME,BACK LANE44,On,750.16,12.50,7/10/2020,Yes,810.56,15.10,2.100,33.03,87.55,89.20,5253.0,5352.0
-86.18995212,40.98381023,AULT,HOME,BACK LANE44,On,837.64,13.96,7/10/2020,Yes,810.62,14.50,2.121,32.99,97.64,98.78,5858.5,5927.0
-86.18996350,40.98381020,AULT,HOME,BACK LANE44,On,909.64,15.16,7/10/2020,Yes,810.56,14.40,2.134,32.93,105.68,106.79,6340.8,6407.5
-86.18997461,40.98381016,AULT,HOME,BACK LANE44,On,801.20,13.35,7/10/2020,Yes,810.61,14.80,2.114,32.89,93.65,95.08,5619.0,5704.8
-86.18998597,40.98381012,AULT,HOME,BACK LANE44,On,928.85,15.48,7/10/2020,Yes,810.67,14.90,2.116,32.90,108.30,110.08,6497.8,6604.7
-86.18999734,40.98381001,AULT,HOME,BACK LANE44,On,855.57,14.26,7/10/2020,Yes,810.68,14.50,2.143,32.91,98.94,100.09,5936.2,6005.6
-86.19000888,40.98381009,AULT,HOME,BACK LANE44,On,990.54,16.51,7/10/2020,Yes,810.74,14.20,2.139,32.89,115.23,116.17,6914.0,6970.4
-86.19001994,40.98380998,AULT,HOME,BACK LANE44,On,781.82,13.03,7/10/2020,Yes,810.71,14.50,2.116,32.94,91.45,92.52,5487.3,5551.5
-86.19003103,40.98381011,AULT,HOME,BACK LANE44,On,1010.3,16.84,7/10/2020,Yes,810.86,14.70,2.143,32.92,116.50,118.14,6989.8,7088.1
-86.19004255,40.98381018,AULT,HOME,BACK LANE44,On,912.20,15.20,7/10/2020,Yes,810.88,14.70,2.109,32.99,106.64,108.14,6398.2,6488.2
-86.19005375,40.98381013,AULT,HOME,BACK LANE44,On,905.11,15.09,7/10/2020,Yes,810.87,14.70,2.121,33.03,105.11,106.59,6306.8,6395.5
-86.19006511,40.98381021,AULT,HOME,BACK LANE44,On,946.05,15.77,7/10/2020,Yes,810.88,15.30,2.139,33.04,108.16,110.46,6489.6,6627.5
-86.19007644,40.98381033,AULT,HOME,BACK LANE44,On,906.38,15.11,7/10/2020,Yes,810.92,15.10,2.107,33.10,105.23,107.21,6313.5,6432.5
-86.19008776,40.98381024,AULT,HOME,BACK LANE44,On,790.43,13.17,7/10/2020,Yes,810.94,14.60,2.143,33.17,90.58,91.75,5435.0,5505.0
-86.19011035,40.98381025,AULT,HOME,BACK LANE44,On,807.97,13.47,7/10/2020,Yes,810.91,15.30,2.150,33.21,91.42,93.36,5485.3,5601.8
-86.19012153,40.98381027,AULT,HOME,BACK LANE44,On,930.04,15.50,7/10/2020,Yes,810.96,15.30,2.136,33.19,105.98,108.23,6358.7,6493.8
-86.19013303,40.98381016,AULT,HOME,BACK LANE44,On,829.86,13.83,7/10/2020,Yes,810.94,14.50,2.145,33.24,94.91,96.02,5694.5,5761.1
-86.19014420,40.98381021,AULT,HOME,BACK LANE44,On,891.93,14.87,7/10/2020,Yes,810.97,14.70,2.112,33.26,103.32,104.78,6199.4,6286.6
-86.19015566,40.98381010,AULT,HOME,BACK LANE44,On,858.08,14.30,7/10/2020,Yes,811.03,15.30,2.152,33.33,96.66,98.71,5799.3,5922.6
-86.19016670,40.98380993,AULT,HOME,BACK LANE44,On,963.34,16.06,7/10/2020,Yes,810.99,15.40,2.100,33.33,111.04,113.53,6662.4,6812.0
-86.19017799,40.98380985,AULT,HOME,BACK LANE44,On,904.16,15.07,7/10/2020,Yes,810.99,14.80,2.143,33.30,102.95,104.52,6176.8,6271.0
-86.19018951,40.98380973,AULT,HOME,BACK LANE44,On,996.53,16.61,7/10/2020,Yes,811.13,14.80,2.114,33.32,114.98,116.73,6898.8,7004.0
-86.19020066,40.98380961,AULT,HOME,BACK LANE44,On,936.77,15.61,7/10/2020,Yes,811.16,15.30,2.147,33.30,105.82,108.07,6349.4,6484.3
-86.19021196,40.98380974,AULT,HOME,BACK LANE44,On,726.68,12.11,7/10/2020,Yes,811.22,15.20,2.141,33.29,82.47,84.12,4948.2,5047.3
-86.19022349,40.98380978,AULT,HOME,BACK LANE44,On,854.45,14.24,7/10/2020,Yes,811.20,14.40,2.150,33.36,97.28,98.30,5836.5,5897.9
-86.19023479,40.98381015,AULT,HOME,BACK LANE44,On,1006.7,16.78,7/10/2020,Yes,811.26,14.80,2.109,33.38,116.18,117.95,6970.6,7076.9
-86.19024596,40.98380997,AULT,HOME,BACK LANE44,On,798.80,13.31,7/10/2020,Yes,811.25,15.00,2.143,33.54,90.11,91.70,5406.4,5501.8
-86.19025733,40.98381012,AULT,HOME,BACK LANE44,On,856.70,14.28,7/10/2020,Yes,811.37,14.60,2.114,33.48,98.60,99.87,5916.1,5992.3
-86.19026863,40.98381014,AULT,HOME,BACK LANE44,On,910.02,15.17,7/10/2020,Yes,811.37,15.00,2.141,33.56,102.69,104.50,6161.4,6270.1
-86.19028019,40.98381023,AULT,HOME,BACK LANE44,On,988.30,16.47,7/10/2020,Yes,811.38,15.30,2.145,33.59,110.81,113.17,6648.6,6789.9
-86.19029129,40.98381025,AULT,HOME,BACK LANE44,On,859.70,14.33,7/10/2020,Yes,811.34,14.90,2.141,33.57,97.11,98.70,5826.4,5922.3
-86.19030264,40.98381034,AULT,HOME,BACK LANE44,On,862.10,14.37,7/10/2020,Yes,811.45,14.60,2.118,33.52,98.89,100.16,5933.3,6009.7
-86.19031392,40.98381044,AULT,HOME,BACK LANE44,On,893.32,14.89,7/10/2020,Yes,811.49,15.20,2.109,33.48,102.31,104.36,6138.6,6261.7
-86.19032513,40.98381056,AULT,HOME,BACK LANE44,On,831.74,13.86,7/10/2020,Yes,811.45,15.50,2.172,33.39,92.42,94.61,5545.2,5676.4
-86.19033634,40.98381061,AULT,HOME,BACK LANE44,On,1000.8,16.68,7/10/2020,Yes,811.48,15.10,2.109,33.31,115.32,117.50,6919.4,7049.8
-86.19034755,40.98381079,AULT,HOME,BACK LANE44,On,801.10,13.35,7/10/2020,Yes,811.47,14.50,2.150,33.23,91.45,92.52,5486.8,5550.9
-86.19035902,40.98381080,AULT,HOME,BACK LANE44,On,938.26,15.64,7/10/2020,Yes,811.46,14.80,2.116,33.22,108.47,110.13,6508.3,6607.6
-86.19037027,40.98381100,AULT,HOME,BACK LANE44,On,980.38,16.34,7/10/2020,Yes,811.47,15.10,2.172,33.14,110.30,112.38,6617.8,6742.5
-86.19038156,40.98381130,AULT,HOME,BACK LANE44,On,870.74,14.51,7/10/2020,Yes,811.59,14.80,2.076,33.17,102.75,104.32,6165.1,6259.2
-86.19039262,40.98381141,AULT,HOME,BACK LANE44,On,904.70,15.08,7/10/2020,Yes,811.50,14.60,2.163,33.27,102.39,103.71,6143.4,6222.5
-86.19040415,40.98381156,AULT,HOME,BACK LANE44,On,999.86,16.66,7/10/2020,Yes,811.54,15.10,2.127,33.29,114.32,116.48,6859.3,6988.6
-86.19041541,40.98381157,AULT,HOME,BACK LANE44,On,978.22,16.30,7/10/2020,Yes,811.53,15.30,2.145,33.32,110.55,112.90,6633.3,6774.3
-86.19042698,40.98381174,AULT,HOME,BACK LANE44,On,850.93,14.18,7/10/2020,Yes,811.52,14.90,2.141,33.31,96.84,98.44,5810.7,5906.3
-86.19043825,40.98381185,AULT,HOME,BACK LANE44,On,947.03,15.78,7/10/2020,Yes,811.59,14.40,2.121,33.39,109.20,110.35,6551.8,6620.7
-86.19044950,40.98381178,AULT,HOME,BACK LANE44,On,1000.9,16.68,7/10/2020,Yes,811.60,14.80,2.163,33.44,112.44,114.16,6746.6,6849.5
-86.19046094,40.98381197,AULT,HOME,BACK LANE44,On,869.15,14.49,7/10/2020,Yes,811.59,14.90,2.147,33.43,98.28,99.90,5896.8,5993.8
-86.19047260,40.98381201,AULT,HOME,BACK LANE44,On,1045.4,17.42,7/10/2020,Yes,811.56,14.30,2.152,33.53,118.43,119.53,7105.7,7172.0
-86.19048383,40.98381176,AULT,HOME,BACK LANE44,On,981.11,16.35,7/10/2020,Yes,811.54,14.30,2.139,33.57,111.72,112.76,6703.1,6765.6
-86.19049548,40.98381168,AULT,HOME,BACK LANE44,On,1000.6,16.68,7/10/2020,Yes,811.53,14.80,2.141,33.50,113.39,115.12,6803.4,6907.2
-86.19050717,40.98381169,AULT,HOME,BACK LANE44,On,979.91,16.33,7/10/2020,Yes,811.50,14.90,2.183,33.48,108.81,110.60,6528.3,6635.7
-86.19051834,40.98381146,AULT,HOME,BACK LANE44,On,1043.9,17.40,7/10/2020,Yes,811.50,14.50,2.136,33.49,118.97,120.36,7138.2,7221.7
-86.19052918,40.98381141,AULT,HOME,BACK LANE44,On,955.23,15.92,7/10/2020,Yes,811.54,14.30,2.085,33.45,111.97,113.01,6717.9,6780.7
-86.19053992,40.98381143,AULT,HOME,BACK LANE44,On,937.40,15.62,7/10/2020,Yes,811.55,14.40,1.977,33.47,115.62,116.83,6937.0,7010.0
-86.19055117,40.98381137,AULT,HOME,BACK LANE44,On,988.35,16.47,7/10/2020,Yes,811.52,14.60,2.074,33.53,115.79,117.28,6947.6,7037.1
-86.19056269,40.98381139,AULT,HOME,BACK LANE44,On,974.12,16.24,7/10/2020,Yes,811.52,14.80,2.145,33.54,110.02,111.70,6601.0,6701.7
-86.19057411,40.98381104,AULT,HOME,BACK LANE44,On,820.11,13.67,7/10/2020,Yes,811.57,13.80,2.121,33.56,94.75,95.08,5685.0,5704.8
-86.19058505,40.98381096,AULT,HOME,BACK LANE44,On,936.53,15.61,7/10/2020,Yes,811.57,14.00,2.114,33.44,108.66,109.30,6519.9,6557.8
-86.19059661,40.98381098,AULT,HOME,BACK LANE44,On,997.78,16.63,7/10/2020,Yes,811.54,14.40,2.143,33.39,113.84,115.03,6830.2,6902.0
-86.19060775,40.98381097,AULT,HOME,BACK LANE44,On,964.45,16.07,7/10/2020,Yes,811.54,14.50,2.132,33.38,110.53,111.82,6631.5,6709.1
-86.19061947,40.98381099,AULT,HOME,BACK LANE44,On,915.27,15.25,7/10/2020,Yes,811.54,14.20,2.147,33.36,104.55,105.40,6273.1,6324.3
-86.19063073,40.98381100,AULT,HOME,BACK LANE44,On,849.60,14.16,7/10/2020,Yes,811.46,14.30,2.147,33.33,97.01,97.92,5820.8,5875.1
-86.19064243,40.98381102,AULT,HOME,BACK LANE44,On,968.54,16.14,7/10/2020,Yes,811.29,14.40,2.212,33.30,107.32,108.45,6439.3,6507.0
-86.19065382,40.98381097,AULT,HOME,BACK LANE44,On,931.07,15.52,7/10/2020,Yes,811.26,14.60,2.139,33.29,106.53,107.91,6392.0,6474.4
-86.19066510,40.98381091,AULT,HOME,BACK LANE44,On,845.42,14.09,7/10/2020,Yes,811.26,14.50,2.168,33.25,95.66,96.78,5739.7,5806.8
-86.19067686,40.98381075,AULT,HOME,BACK LANE44,On,858.75,14.31,7/10/2020,Yes,811.21,14.30,2.150,33.20,98.34,99.26,5900.6,5955.7
-86.19068821,40.98381054,AULT,HOME,BACK LANE44,On,998.73,16.65,7/10/2020,Yes,811.15,14.60,2.170,33.13,113.15,114.61,6789.0,6876.5
-86.19069975,40.98381042,AULT,HOME,BACK LANE44,On,892.35,14.87,7/10/2020,Yes,811.14,14.80,2.154,33.05,101.86,103.41,6111.4,6204.6
-86.19071111,40.98381022,AULT,HOME,BACK LANE44,On,771.38,12.86,7/10/2020,Yes,811.15,14.50,2.210,32.99,86.28,87.29,5176.6,5237.2
-86.19072260,40.98381000,AULT,HOME,BACK LANE44,On,871.67,14.53,7/10/2020,Yes,811.14,14.00,2.150,32.96,100.91,101.50,6054.6,6089.8
-86.19073397,40.98380995,AULT,HOME,BACK LANE44,On,962.03,16.03,7/10/2020,Yes,811.14,14.50,2.159,32.93,110.36,111.65,6621.8,6699.3
-86.19074567,40.98380954,AULT,HOME,BACK LANE44,On,857.27,14.29,7/10/2020,Yes,811.05,14.50,2.179,32.96,97.34,98.48,5840.3,5908.7
-86.19075707,40.98380955,AULT,HOME,BACK LANE44,On,815.24,13.59,7/10/2020,Yes,811.08,14.20,2.181,32.86,93.08,93.84,5585.0,5630.6
-86.19076863,40.98380941,AULT,HOME,BACK LANE44,On,827.91,13.80,7/10/2020,Yes,811.07,14.30,2.179,32.97,94.21,95.09,5652.4,5705.2
-86.19078031,40.98380932,AULT,HOME,BACK LANE44,On,843.06,14.05,7/10/2020,Yes,810.96,14.80,2.181,33.00,95.18,96.63,5710.7,5797.9
-86.19079172,40.98380919,AULT,HOME,BACK LANE44,On,710.97,11.85,7/10/2020,Yes,810.93,14.80,2.172,33.02,80.55,81.78,4832.9,4906.7
-86.19080329,40.98380891,AULT,HOME,BACK LANE44,On,1011.8,16.86,7/10/2020,Yes,810.87,14.30,2.177,33.00,115.15,116.22,6909.0,6973.4
-86.19081518,40.98380867,AULT,HOME,BACK LANE44,On,971.45,16.19,7/10/2020,Yes,810.82,14.50,2.183,32.93,110.18,111.47,6610.6,6687.9
-86.19083995,40.98380834,AULT,HOME,BACK LANE44,On,976.04,16.27,7/10/2020,Yes,810.72,14.50,2.309,32.83,105.00,106.23,6300.3,6373.9
-86.19085271,40.98380847,AULT,HOME,BACK LANE44,On,1052.6,17.54,7/10/2020,Yes,810.84,14.40,2.333,32.82,112.22,113.40,6733.0,6803.7
-86.19086493,40.98380844,AULT,HOME,BACK LANE44,On,950.95,15.85,7/10/2020,Yes,810.75,14.60,2.340,32.87,100.70,101.99,6041.8,6119.6
-86.19087758,40.98380872,AULT,HOME,BACK LANE44,On,981.11,16.35,7/10/2020,Yes,810.75,14.90,2.373,32.86,102.09,103.77,6125.6,6226.3
-86.19089010,40.98380858,AULT,HOME,BACK LANE44,On,1032.8,17.21,7/10/2020,Yes,810.69,14.60,2.338,32.98,109.13,110.53,6547.6,6631.9
-86.19090253,40.98380874,AULT,HOME,BACK LANE44,On,973.86,16.23,7/10/2020,Yes,810.72,14.40,2.367,32.92,102.06,103.13,6123.6,6188.0
-86.19091527,40.98380899,AULT,HOME,BACK LANE44,On,1057.2,17.62,7/10/2020,Yes,810.64,14.80,2.385,33.03,109.08,110.75,6545.0,6644.9
-86.19092780,40.98380920,AULT,HOME,BACK LANE44,On,948.17,15.80,7/10/2020,Yes,810.54,15.10,2.358,33.17,98.17,100.02,5889.9,6000.9
